Aircraft.Category,IMC,UNK,UNKNOWN,VMC
Airplane,5.1019299706702395,1.3976898287286816,11.054785096136438,82.44559510446464
Helicopter,3.2848837209302326,1.4244186046511629,16.366279069767444,78.92441860465115
